Bulk mode; whois.cymru.com [2015-11-20 16:36:36 +0000]
3       | 128.52.128.0     | 128.52.0.0/16       | US | arin     |            | MIT-GATEWAYS - Massachusetts Institute of Technology,US
6724    | 85.214.131.0     | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6724    | 85.214.151.0     | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6724    | 85.214.206.0     | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6724    | 85.214.208.0     | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6724    | 85.214.230.0     | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6724    | 85.214.236.0     | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6724    | 85.214.62.0      | 85.214.0.0/15       | DE | ripencc  | 2005-02-24 | STRATO STRATO AG,DE
6739    | 84.124.21.0      | 84.124.0.0/16       | ES | ripencc  | 2004-04-15 | ONO-AS VODAFONE ONO, S.A.,ES
6775    | 79.134.234.0     | 79.134.224.0/20     | IS | ripencc  | 2007-10-24 | BACKBONE_EHF_EUROPE Backbone ehf,CH
6775    | 79.134.255.0     | 79.134.240.0/20     | IS | ripencc  | 2007-10-24 | BACKBONE_EHF_EUROPE Backbone ehf,CH
6789    | 109.200.130.0    | 109.200.128.0/19    | UA | ripencc  | 2010-02-02 | CRELCOM-NET LLC _CRELCOM_,RU
6830    | 109.90.11.0      | 109.90.0.0/16       | DE | ripencc  | 2009-09-10 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 109.90.143.0     | 109.90.0.0/16       | DE | ripencc  | 2009-09-10 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 188.167.69.0     | 188.167.0.0/17      | SK | ripencc  | 2009-06-11 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 46.167.245.0     | 46.167.224.0/19     | CZ | ripencc  | 2010-12-21 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 81.89.0.0        | 81.89.0.0/21        | RO | ripencc  | 2002-06-21 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 84.74.11.0       | 84.74.0.0/15        | CH | ripencc  | 2004-04-02 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 89.101.30.0      | 89.101.0.0/16       | IE | ripencc  | 2006-02-22 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 89.132.137.0     | 89.132.0.0/15       | HU | ripencc  | 2006-01-17 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 89.71.88.0       | 89.64.0.0/13        | PL | ripencc  | 2006-02-22 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 89.73.177.0      | 89.72.0.0/13        | PL | ripencc  | 2006-02-22 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 91.214.168.0     | 91.214.168.0/24     | CH | ripencc  | 2009-06-10 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 92.108.61.0      | 92.108.0.0/15       | NL | ripencc  | 2007-10-23 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 92.111.156.0     | 92.110.0.0/15       | NL | ripencc  | 2007-10-23 | LGI-UPC Liberty Global Operations B.V.,AT
6830    | 94.79.177.0      | 94.79.160.0/19      | DE | ripencc  | 2008-09-05 | LGI-UPC Liberty Global Operations B.V.,AT
6848    | 84.194.92.0      | 84.192.0.0/13       | BE | ripencc  | 2004-04-21 | TELENET-AS Telenet N.V.,BE
6856    | 217.25.226.0     | 217.25.224.0/20     | RU | ripencc  | 2006-05-24 | IC-VORONEZH-AS IC-VORONEZH,RU
6871    | 146.200.178.0    | 146.200.0.0/16      | US | arin     |            | PLUSNET PlusNet plc.,GB
6871    | 84.92.24.0       | 84.92.0.0/15        | GB | ripencc  | 2004-05-18 | PLUSNET PlusNet plc.,GB
6893    | 62.220.148.0     | 62.220.128.0/19     | CH | ripencc  | 2000-06-27 | SAITIS-NETWORK Saitis Network, N.Desir,CH
6921    | 69.85.92.0       | 69.85.92.0/23       | US | arin     | 2003-10-17 | ARACHNITEC - Arachnitec, INC.,US
6939    | 104.237.152.0    | 104.237.152.0/21    | US | arin     | 2014-11-13 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 173.230.154.0    | 173.230.144.0/20    | US | arin     | 2010-03-15 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 173.255.218.0    | 173.255.208.0/20    | US | arin     | 2010-08-27 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 173.255.241.0    | 173.255.240.0/20    | US | arin     | 2010-08-27 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 173.255.242.0    | 173.255.240.0/20    | US | arin     | 2010-08-27 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 173.255.245.0    | 173.255.240.0/20    | US | arin     | 2010-08-27 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 184.105.203.0    | 184.104.0.0/15      | US | arin     | 2010-05-10 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 192.81.132.0     | 192.81.132.0/22     | US | arin     | 2013-01-14 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 209.51.163.0     | 209.51.160.0/19     | US | arin     |            | HURRICANE - Hurricane Electric, Inc.,US
6939    | 216.218.134.0    | 216.218.128.0/17    | US | arin     |            | HURRICANE - Hurricane Electric, Inc.,US
6939    | 216.218.216.0    | 216.218.128.0/17    | US | arin     |            | HURRICANE - Hurricane Electric, Inc.,US
6939    | 45.33.45.0       | 45.33.32.0/19       | US | arin     | 2015-03-20 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 45.33.48.0       | 45.33.32.0/19       | US | arin     | 2015-03-20 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 45.33.56.0       | 45.33.32.0/19       | US | arin     | 2015-03-20 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 50.116.4.0       | 50.116.0.0/20       | US | arin     | 2011-08-30 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 65.49.60.0       | 65.49.0.0/17        | US | arin     | 2007-10-04 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 66.175.223.0     | 66.175.216.0/21     | US | arin     | 2012-06-25 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 72.52.75.0       | 72.52.64.0/18       | US | arin     | 2006-08-04 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 74.207.248.0     | 74.207.240.0/20     | US | arin     | 2009-01-14 | HURRICANE - Hurricane Electric, Inc.,US
6939    | 96.126.96.0      | 96.126.96.0/21      | US | arin     | 2011-05-06 | HURRICANE - Hurricane Electric, Inc.,US
7018    | 99.95.213.0      | 99.64.0.0/11        | US | arin     | 2008-02-25 | ATT-INTERNET4 - AT&T Services, Inc.,US
7029    | 166.82.21.0      | 166.82.0.0/16       | US | arin     |            | WINDSTREAM - Windstream Communications Inc,US
7506    | 133.130.58.0     | 133.130.32.0/19     | JP | apnic    |            | INTERQ GMO Internet,Inc,JP
7552    | 125.212.205.0    | 125.212.192.0/20    | VN | apnic    | 2006-08-01 | VIETEL-AS-AP Viettel Corporation,VN
7738    | 200.223.212.0    | 200.223.128.0/17    | BR | lacnic   |            | Telemar Norte Leste S.A.,BR
7922    | 173.11.1.0       | 173.8.0.0/13        | US | arin     | 2008-05-05 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 173.14.173.0     | 173.8.0.0/13        | US | arin     | 2008-05-05 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.129.135.0     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.190.206.0     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.199.1.0       | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.245.124.0     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.247.195.0     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.76.159.0      | 50.76.0.0/14        | US | arin     | 2011-01-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 71.225.89.0      | 71.224.0.0/12       | US | arin     | 2005-04-15 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 73.152.251.0     | 73.0.0.0/8          | US | arin     | 2005-04-19 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 73.172.157.0     | 73.0.0.0/8          | US | arin     | 2005-04-19 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 73.241.221.0     | 73.0.0.0/8          | US | arin     | 2005-04-19 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.28.65.0       | 76.16.0.0/12        | US | arin     | 2006-06-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
8001    | 173.255.226.0    | 173.255.226.0/24    | US | arin     | 2010-08-27 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 173.255.228.0    | 173.255.228.0/24    | US | arin     | 2010-08-27 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 173.255.232.0    | 173.255.232.0/24    | US | arin     | 2010-08-27 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 173.255.237.0    | 173.255.237.0/24    | US | arin     | 2010-08-27 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 23.239.10.0      | 23.239.10.0/24      | US | arin     | 2013-10-23 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 23.92.16.0       | 23.92.16.0/24       | US | arin     | 2013-08-13 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 45.33.75.0       | 45.33.64.0/19       | US | arin     | 2015-03-20 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 45.79.184.0      | 45.79.176.0/20      | US | arin     | 2015-04-29 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 45.79.186.0      | 45.79.176.0/20      | US | arin     | 2015-04-29 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 50.116.49.0      | 50.116.49.0/24      | US | arin     | 2011-08-30 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 66.228.44.0      | 66.228.44.0/24      | US | arin     | 2011-02-25 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 69.164.209.0     | 69.164.209.0/24     | US | arin     | 2009-05-15 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 69.164.216.0     | 69.164.216.0/24     | US | arin     | 2009-05-15 | NET-ACCESS-CORP - Net Access Corporation,US
8001    | 97.107.134.0     | 97.107.134.0/24     | US | arin     | 2008-12-12 | NET-ACCESS-CORP - Net Access Corporation,US
8075    | 168.63.242.0     | 168.62.0.0/15       | US | arin     | 2011-06-22 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8100    | 173.254.216.0    | 173.254.192.0/18    | US | arin     | 2010-10-19 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 192.52.167.0     | 192.52.166.0/23     | US | arin     | 2014-10-14 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 67.215.255.0     | 67.215.224.0/19     | US | arin     | 2007-10-18 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 96.44.189.0      | 96.44.188.0/22      | US | arin     | 2009-12-04 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 96.47.226.0      | 96.47.226.0/23      | US | arin     | 2009-11-23 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 96.47.231.0      | 96.47.224.0/21      | US | arin     | 2009-11-23 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 96.47.239.0      | 96.47.232.0/21      | US | arin     | 2009-11-23 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8151    | 189.253.124.0    | 189.253.96.0/19     | MX | lacnic   | 2007-09-05 | Uninet S.A. de C.V.,MX
8151    | 201.142.128.0    | 201.142.128.0/19    | MX | lacnic   | 2014-06-04 | Uninet S.A. de C.V.,MX
8220    | 213.61.149.0     | 213.61.0.0/16       | DE | ripencc  | 2000-01-07 | COLT COLT Technology Services Group Limited,GB
8220    | 80.169.241.0     | 80.169.0.0/16       | GB | ripencc  | 2003-03-28 | COLT COLT Technology Services Group Limited,GB
8283    | 94.142.242.0     | 94.142.240.0/21     | NL | ripencc  | 2009-01-14 | COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands,NL
8283    | 94.142.245.0     | 94.142.240.0/21     | NL | ripencc  | 2009-01-14 | COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands,NL
8331    | 195.91.244.0     | 195.91.128.0/17     | RU | ripencc  |            | RINET-AS Cronyx Plus Ltd,RU
8334    | 188.244.39.0     | 188.244.32.0/20     | RU | ripencc  | 2009-07-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 188.244.43.0     | 188.244.32.0/20     | RU | ripencc  | 2009-07-24 | CO-2COM-AS 2COM Co ltd.,RU
8342    | 81.176.228.0     | 81.176.0.0/16       | RU | ripencc  | 2003-01-15 | RTCOMM-AS OJSC RTComm.RU,RU
8359    | 89.175.27.0      | 89.175.0.0/16       | RU | ripencc  | 2006-04-06 | MTS MTS PJSC,RU
8369    | 5.79.204.0       | 5.79.192.0/18       | RU | ripencc  | 2012-06-13 | INTERSVYAZ-AS Intersvyaz-2 JSC,RU
8402    | 2.94.47.0        | 2.94.47.0/24        | RU | ripencc  | 2010-05-21 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 78.107.237.0     | 78.106.0.0/15       | RU | ripencc  | 2007-06-06 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 78.107.254.0     | 78.106.0.0/15       | RU | ripencc  | 2007-06-06 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.31.24.0       | 95.30.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8422    | 81.173.240.0     | 81.173.128.0/17     | DE | ripencc  | 2003-02-19 | NETCOLOGNE NetCologne GmbH,DE
8437    | 188.118.217.0    | 188.118.192.0/18    | AT | ripencc  | 2009-06-23 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 86.59.119.0      | 86.59.0.0/17        | AT | ripencc  | 2005-05-02 | UTA-AS Tele2 Telecommunication GmbH,AT
8462    | 212.16.150.0     | 212.16.128.0/19     | HU | ripencc  | 2007-11-08 | CORYNET1 Tarr Kft.,HU
8473    | 176.10.148.0     | 176.10.128.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 5.150.209.0      | 5.150.192.0/19      | SE | ripencc  | 2012-07-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.31.0      | 79.136.0.0/18       | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.70.0      | 79.136.64.0/18      | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 81.170.217.0     | 81.170.192.0/18     | SE | ripencc  | 2003-05-12 | BAHNHOF Bahnhof Internet AB,SE
8473    | 85.24.215.0      | 85.24.192.0/18      | SE | ripencc  | 2005-02-24 | BAHNHOF Bahnhof Internet AB,SE
8551    | 81.218.109.0     | 81.218.109.0/24     | IL | ripencc  | 2002-10-18 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 81.218.91.0      | 81.218.64.0/19      | IL | ripencc  | 2002-10-18 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 82.80.33.0       | 82.80.32.0/20       | IL | ripencc  | 2003-05-12 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8560    | 212.227.106.0    | 212.227.0.0/16      | DE | ripencc  |            | ONEANDONE-AS 1&1 Internet AG,DE
8560    | 74.208.220.0     | 74.208.0.0/16       | US | arin     | 2006-11-22 | ONEANDONE-AS 1&1 Internet AG,DE
8560    | 87.106.140.0     | 87.106.0.0/16       | DE | ripencc  | 2005-08-10 | ONEANDONE-AS 1&1 Internet AG,DE
8560    | 87.106.20.0      | 87.106.0.0/16       | DE | ripencc  | 2005-08-10 | ONEANDONE-AS 1&1 Internet AG,DE
8560    | 87.106.249.0     | 87.106.0.0/16       | DE | ripencc  | 2005-08-10 | ONEANDONE-AS 1&1 Internet AG,DE
8560    | 87.106.30.0      | 87.106.0.0/16       | DE | ripencc  | 2005-08-10 | ONEANDONE-AS 1&1 Internet AG,DE
8560    | 88.208.205.0     | 88.208.192.0/18     | GB | ripencc  | 2005-11-02 | ONEANDONE-AS 1&1 Internet AG,DE
8615    | 79.165.56.0      | 79.165.0.0/16       | RU | ripencc  | 2007-07-25 | CNT-AS _Central Telegraph_ Public Joint-stock Company,RU
8684    | 212.192.74.0     | 212.192.64.0/19     | RU | ripencc  |            | PSU-AS State Educational Institution of Higher Professional Education _Perm State University_,RU
8708    | 188.25.30.0      | 188.24.0.0/14       | RO | ripencc  | 2009-02-11 | RCS-RDS RCS & RDS SA,RO
8708    | 5.12.20.0        | 5.12.0.0/14         | RO | ripencc  | 2012-04-27 | RCS-RDS RCS & RDS SA,RO
8708    | 5.2.128.0        | 5.2.128.0/17        | RO | ripencc  | 2012-04-27 | RCS-RDS RCS & RDS SA,RO
8708    | 5.2.138.0        | 5.2.128.0/17        | RO | ripencc  | 2012-04-27 | RCS-RDS RCS & RDS SA,RO
8708    | 62.231.67.0      | 62.231.64.0/18      | RO | ripencc  | 2001-11-23 | RCS-RDS RCS & RDS SA,RO
8708    | 82.76.120.0      | 82.76.0.0/14        | RO | ripencc  | 2003-07-14 | RCS-RDS RCS & RDS SA,RO
8708    | 86.107.110.0     | 86.107.110.0/24     | RO | ripencc  | 2005-04-18 | RCS-RDS RCS & RDS SA,RO
8767    | 82.135.112.0     | 82.135.0.0/17       | DE | ripencc  | 2003-09-12 | MNET-AS M-net Telekommunikations GmbH, Germany,DE
8839    | 213.225.160.0    | 213.225.160.0/19    | FR | ripencc  | 2000-11-29 | SDV-AS SdV Plurimedia,FR
8866    | 46.10.10.0       | 46.10.0.0/20        | BG | ripencc  | 2010-09-13 | BTC-AS Bulgarian Telecommunications Company Plc.,BG
8866    | 46.10.205.0      | 46.10.204.0/23      | BG | ripencc  | 2010-09-13 | BTC-AS Bulgarian Telecommunications Company Plc.,BG
8881    | 62.214.6.0       | 62.214.0.0/16       | DE | ripencc  | 2000-10-25 | VERSATEL Versatel Deutschland GmbH,DE
8890    | 193.0.74.0       | 193.0.64.0/18       | PL | ripencc  |            | UW-AS University of Warsaw,PL
8943    | 185.73.44.0      | 185.73.44.0/22      | GB | ripencc  | 2014-10-14 | JUMP Jump Networks Ltd.,GB
8943    | 85.119.82.0      | 85.119.80.0/21      | GB | ripencc  | 2010-03-03 | JUMP Jump Networks Ltd.,GB
8972    | 188.138.112.0    | 188.138.0.0/17      | DE | ripencc  | 2009-05-08 | PLUSSERVER-AS PlusServer AG,DE
8972    | 188.138.88.0     | 188.138.0.0/17      | DE | ripencc  | 2009-05-08 | PLUSSERVER-AS PlusServer AG,DE
8972    | 188.138.9.0      | 188.138.9.0/24      | DE | ripencc  | 2009-05-08 | PLUSSERVER-AS PlusServer AG,DE
8972    | 62.75.159.0      | 62.75.128.0/17      | DE | ripencc  | 2001-07-27 | PLUSSERVER-AS PlusServer AG,DE
8972    | 62.75.216.0      | 62.75.128.0/17      | DE | ripencc  | 2001-07-27 | PLUSSERVER-AS PlusServer AG,DE
8972    | 62.75.245.0      | 62.75.128.0/17      | DE | ripencc  | 2001-07-27 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.25.103.0      | 85.25.103.0/24      | DE | ripencc  | 2005-03-01 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.25.130.0      | 85.25.0.0/16        | DE | ripencc  | 2005-12-05 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.25.133.0      | 85.25.0.0/16        | DE | ripencc  | 2005-12-05 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.25.138.0      | 85.25.0.0/16        | DE | ripencc  | 2005-12-05 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.25.201.0      | 85.25.0.0/16        | DE | ripencc  | 2005-12-05 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.25.5.0        | 85.25.0.0/16        | DE | ripencc  | 2005-03-01 | PLUSSERVER-AS PlusServer AG,DE
8972    | 85.93.89.0       | 85.93.88.0/22       | DE | ripencc  | 2004-12-08 | PLUSSERVER-AS PlusServer AG,DE
8997    | 95.52.32.0       | 95.52.0.0/18        | RU | ripencc  | 2008-11-13 | ASN-SPBNIT PJSC Rostelecom,RU
9002    | 192.121.66.0     | 192.121.66.0/24     | SE | ripencc  | 2000-03-17 | RETN-AS RETN Limited,UA
9008    | 85.93.218.0      | 85.93.192.0/19      | LU | ripencc  | 2004-12-14 | AS9008 Visual Online S.A.,LU
9009    | 89.40.71.0       | 89.40.71.0/24       | RO | ripencc  | 2005-11-29 | M247 M247 Ltd,GB
9009    | 89.46.100.0      | 89.46.100.0/22      | RO | ripencc  | 2005-11-29 | M247 M247 Ltd,GB
9009    | 89.46.101.0      | 89.46.100.0/22      | RO | ripencc  | 2005-11-29 | M247 M247 Ltd,GB
